x,y,z,ftot_x,ftot_y,ftot_z,Ftot_x,Ftot_y,Ftot_z,L_x,L_y,L_z,D_x,D_y,D_z,Gamma
0.24889999628067017,-1.2422372698783875,0.0,0.45579785,0.0,19.679548,0.0020626923,0.0,0.089058906,-0.006493933,0.0,0.088430546,0.008556626,0.0,0.0006283593,0.42476502
0.24889999628067017,-1.2372961640357971,0.0,-0.02578195,0.0,30.172102,-0.00013810516,0.0,0.1616217,-0.011805835,0.0,0.16076489,0.01166773,0.0,0.0008568245,0.6523801
0.24889999628067017,-1.2315239310264587,0.0,-0.42236412,0.0,38.74237,-0.0026135326,0.0,0.23973262,-0.017524453,0.0,0.23863763,0.01491092,0.0,0.0010949895,0.83829385
0.24889999628067017,-1.2249205112457275,0.0,-0.78178793,0.0,46.44151,-0.0054874257,0.0,0.3259763,-0.023839237,0.0,0.32462862,0.01835181,0.0,0.0013476728,1.0053084
0.24889999628067017,-1.2174858450889587,0.0,-1.1204596,0.0,53.62606,-0.008795919,0.0,0.4209795,-0.03079616,0.0,0.41936392,0.02200024,0.0,0.0016155967,1.161158
0.24889999628067017,-1.2092199325561523,0.0,-1.4459554,0.0,60.456436,-0.012553038,0.0,0.52485156,-0.038403288,0.0,0.5229533,0.025850248,0.0,0.0018983235,1.3093218
0.24889999628067017,-1.2001228332519531,0.0,-1.7624193,0.0,67.015686,-0.016765349,0.0,0.63749945,-0.046653852,0.0,0.6353046,0.029888503,0.0,0.0021948745,1.4516013
0.24889999628067017,-1.190194547176361,0.0,-2.0724723,0.0,73.350204,-0.021437438,0.0,0.7587269,-0.05553355,0.0,0.756223,0.03409611,0.0,0.002503862,1.5890025
0.24889999628067017,-1.1794350147247314,0.0,-2.3777459,0.0,79.48705,-0.026571553,0.0,0.888276,-0.06502355,0.0,0.8854522,0.038451992,0.0,0.002823738,1.722112
0.24889999628067017,-1.167844295501709,0.0,-2.6794693,0.0,85.442116,-0.032170534,0.0,1.0258445,-0.075101785,0.0,1.0226917,0.04293125,0.0,0.003152674,1.8512743
0.24889999628067017,-1.1554223895072937,0.0,-2.9784782,0.0,91.2247,-0.038236253,0.0,1.1710984,-0.08574389,0.0,1.1676097,0.04750764,0.0,0.003488743,1.9766908
0.24889999628067017,-1.1421692967414856,0.0,-3.2752872,0.0,96.84016,-0.04476898,0.0,1.3236809,-0.09692379,0.0,1.3198509,0.05215481,0.0,0.0038300098,2.0984774
0.24889999628067017,-1.1280850172042847,0.0,-3.5701299,0.0,102.29146,-0.05176662,0.0,1.4832186,-0.1086142,0.0,1.479044,0.05684758,0.0,0.0041746255,2.216699
