x,y,z,ftot_x,ftot_y,ftot_z,Ftot_x,Ftot_y,Ftot_z,L_x,L_y,L_z,D_x,D_y,D_z,Gamma
0.24889999628067017,-1.2422372698783875,0.0,0.44998565,0.0,19.46454,0.0020363897,0.0,0.0880859,-0.0064230044,0.0,0.087464675,0.008459394,0.0,0.00062121905,0.42014858
0.24889999628067017,-1.2372961640357971,0.0,-0.022462536,0.0,29.843176,-0.00012032418,0.0,0.15985976,-0.011677044,0.0,0.15901108,0.01155672,0.0,0.00084867247,0.64528835
0.24889999628067017,-1.2315239310264587,0.0,-0.4115265,0.0,38.320328,-0.002546471,0.0,0.23712108,-0.017333342,0.0,0.2360352,0.01478687,0.0,0.0010858799,0.8291789
0.24889999628067017,-1.2249205112457275,0.0,-0.76413345,0.0,45.93576,-0.005363508,0.0,0.3224264,-0.023579283,0.0,0.32108873,0.018215774,0.0,0.0013376828,0.99437493
0.24889999628067017,-1.2174858450889587,0.0,-1.0963761,0.0,53.042164,-0.008606857,0.0,0.41639575,-0.030460343,0.0,0.41479093,0.021853486,0.0,0.0016048197,1.1485269
0.24889999628067017,-1.2092199325561523,0.0,-1.4156872,0.0,59.798256,-0.012290265,0.0,0.5191376,-0.03798452,0.0,0.5172508,0.025694255,0.0,0.0018868682,1.2950772
0.24889999628067017,-1.2001228332519531,0.0,-1.7261689,0.0,66.286415,-0.01642051,0.0,0.6305621,-0.046145286,0.0,0.6283792,0.029724779,0.0,0.0021828513,1.4358119
0.24889999628067017,-1.190194547176361,0.0,-2.0302489,0.0,72.552025,-0.021000683,0.0,0.7504706,-0.05492815,0.0,0.7479791,0.033927467,0.0,0.0024914774,1.5717167
0.24889999628067017,-1.1794350147247314,0.0,-2.3297298,0.0,78.621864,-0.026034968,0.0,0.8786074,-0.06431446,0.0,0.8757963,0.038279492,0.0,0.0028110703,1.7033716
0.24889999628067017,-1.167844295501709,0.0,-2.6257215,0.0,84.51176,-0.03152522,0.0,1.0146742,-0.07428243,0.0,1.0115342,0.042757213,0.0,0.0031398935,1.8311191
0.24889999628067017,-1.1554223895072937,0.0,-2.9190881,0.0,90.2309,-0.037473835,0.0,1.1583405,-0.08480794,0.0,1.1548644,0.04733411,0.0,0.0034759997,1.955159
