x,y,z,ftot_x,ftot_y,ftot_z,Ftot_x,Ftot_y,Ftot_z,L_x,L_y,L_z,D_x,D_y,D_z,Gamma
0.24889999628067017,-1.2422372698783875,0.0,0.43496212,0.0,15.946259,0.0019684013,0.0,0.072164066,-0.0052604144,0.0,0.07163321,0.007228816,0.0,0.0005308511,0.34429616
0.24889999628067017,-1.2372961640357971,0.0,0.08014907,0.0,24.436975,0.00042933135,0.0,0.13090058,-0.009558874,0.0,0.1301671,0.0099882055,0.0,0.00073348795,0.5284552
0.24889999628067017,-1.2315239310264587,0.0,-0.21158454,0.0,31.356936,-0.0013092569,0.0,0.19403253,-0.014179452,0.0,0.1930874,0.012870196,0.0,0.0009451281,0.678546
0.24889999628067017,-1.2249205112457275,0.0,-0.4753795,0.0,37.557518,-0.0033367232,0.0,0.26361892,-0.019273024,0.0,0.26244864,0.0159363,0.0,0.0011702888,0.8130338
0.24889999628067017,-1.2174858450889587,0.0,-0.7229649,0.0,43.3265,-0.0056754756,0.0,0.34012508,-0.024873693,0.0,0.33871526,0.019198216,0.0,0.0014098289,0.9381598
0.24889999628067017,-1.2092199325561523,0.0,-0.95899117,0.0,48.792557,-0.008325467,0.0,0.4235918,-0.030984443,0.0,0.42192784,0.022658976,0.0,0.0016639712,1.0567133
0.24889999628067017,-1.2001228332519531,0.0,-1.1873283,0.0,54.021507,-0.011294686,0.0,0.51388985,-0.037595876,0.0,0.5119584,0.026301188,0.0,0.0019314386,1.1701231
0.24889999628067017,-1.190194547176361,0.0,-1.4097356,0.0,59.04953,-0.014582158,0.0,0.6108022,-0.044692133,0.0,0.6085911,0.030109975,0.0,0.0022111384,1.2791737
0.24889999628067017,-1.1794350147247314,0.0,-1.6273512,0.0,63.897045,-0.018185815,0.0,0.714056,-0.052253276,0.0,0.7115542,0.034067463,0.0,0.002501758,1.3843077
0.24889999628067017,-1.167844295501709,0.0,-1.8409355,0.0,68.57549,-0.022102838,0.0,0.82333845,-0.060256444,0.0,0.8205366,0.038153604,0.0,0.0028018255,1.4857731
0.24889999628067017,-1.1554223895072937,0.0,-2.0510688,0.0,73.09094,-0.026330626,0.0,0.938306,-0.068676524,0.0,0.9351963,0.042345896,0.0,0.0031096882,1.5837016
0.24889999628067017,-1.1421692967414856,0.0,-2.2579055,0.0,77.44651,-0.030862678,0.0,1.0585947,-0.0774869,0.0,1.0551708,0.046624225,0.0,0.003423869,1.6781607
0.24889999628067017,-1.1280850172042847,0.0,-2.4615462,0.0,81.643326,-0.035692237,0.0,1.1838222,-0.08665961,0.0,1.1800793,0.050967373,0.0,0.00374281,1.7691746
0.24889999628067017,-1.1131694912910461,0.0,-2.6618977,0.0,85.68144,-0.040809903,0.0,1.3135934,-0.096165754,0.0,1.3095284,0.05535585,0.0,0.0040650796,1.8567445
0.24889999628067017,-1.09742271900177,0.0,-2.8587394,0.0,89.56025,-0.04620391,0.0,1.447503,-0.105975635,0.0,1.4431136,0.059771724,0.0,0.004389361,1.9408574
0.24889999628067017,-1.080844759941101,0.0,-3.0534558,0.0,93.27848,-0.051889036,0.0,1.5851319,-0.11605876,0.0,1.5804195,0.06416972,0.0,0.0047123297,2.0214856
0.24889999628067017,-1.0634356141090393,0.0,-3.2432566,0.0,96.836075,-0.057810236,0.0,1.7260789,-0.1263855,0.0,1.721043,0.06857526,0.0,0.0050358525,2.0986285
0.24889999628067017,-1.0451952815055847,0.0,-3.428988,0.0,100.23229,-0.06397104,0.0,1.8699292,-0.1369256,0.0,1.8645717,0.07295454,0.0,0.005357447,2.1722696
0.24889999628067017,-1.0261237621307373,0.0,-3.6103861,0.0,103.46648,-0.070356175,0.0,2.016268,-0.14764865,0.0,2.010592,0.077292465,0.0,0.005676004,2.2423954
0.24889999628067017,-1.0062209963798523,0.0,-3.7871728,0.0,106.53825,-0.076949164,0.0,2.1646833,-0.1585245,0.0,2.1586928,0.08157533,0.0,0.0059905173,2.3089974
0.24889999628067017,-0.9854870140552521,0.0,-3.9552782,0.0,109.447845,-0.083652444,0.0,2.3147752,-0.16952339,0.0,2.3084693,0.08587094,0.0,0.0063059675,2.3720763
0.24889999628067017,-0.9639218151569366,0.0,-4.1178765,0.0,112.19553,-0.09051414,0.0,2.4661453,-0.18061648,0.0,2.4595287,0.09010235,0.0,0.0066167032,2.4316432
0.24889999628067017,-0.9415254294872284,0.0,-4.2748914,0.0,114.78236,-0.09751876,0.0,2.6184134,-0.19177595,0.0,2.6114917,0.0942572,0.0,0.006921816,2.487721
0.24889999628067017,-0.9182978570461273,0.0,-4.4283223,0.0,117.20941,-0.10469967,0.0,2.7712045,-0.20297456,0.0,2.7639875,0.098274894,0.0,0.007216857,2.540333
0.24889999628067017,-0.894239068031311,0.0,-4.572826,0.0,119.48303,-0.11191716,0.0,2.9242752,-0.21419379,0.0,2.9167645,0.10227663,0.0,0.007510726,2.5896187
0.24889999628067017,-0.8693490624427795,0.0,-4.711593,0.0,121.60351,-0.119229704,0.0,3.0772502,-0.22540654,0.0,3.069453,0.10617684,0.0,0.007797139,2.6355836
0.24889999628067017,-0.8436278402805328,0.0,-4.844323,0.0,123.57371,-0.12661515,0.0,3.2298224,-0.23659027,0.0,3.2217464,0.10997511,0.0,0.008076067,2.67829
0.24889999628067017,-0.8170754313468933,0.0,-4.9707265,0.0,125.39753,-0.13405064,0.0,3.3817225,-0.24772516,0.0,3.3733747,0.11367453,0.0,0.008347736,2.7178228
0.24889999628067017,-0.7896918058395386,0.0,-5.090514,0.0,127.079735,-0.14151232,0.0,3.5327175,-0.2587941,0.0,3.5241048,0.117281765,0.0,0.008612635,2.754285
0.24889999628067017,-0.761476993560791,0.0,-5.2027307,0.0,128.6259,-0.14895639,0.0,3.6826146,-0.26978272,0.0,3.6737416,0.12082632,0.0,0.00887293,2.7877982
0.24889999628067017,-0.7324309647083282,0.0,-5.308379,0.0,130.04161,-0.15639351,0.0,3.8312383,-0.2806783,0.0,3.8221114,0.12428479,0.0,0.009126904,2.8184834
0.24889999628067017,-0.7025537192821503,0.0,-5.4069467,0.0,131.33234,-0.16379176,0.0,3.9784296,-0.29146907,0.0,3.9690535,0.12767729,0.0,0.009376035,2.8464592
0.24889999628067017,-0.6718452870845795,0.0,-5.497123,0.0,132.50482,-0.17109269,0.0,4.124086,-0.3021472,0.0,4.114462,0.1310545,0.0,0.009624042,2.8718703
0.24889999628067017,-0.6403056383132935,0.0,-5.580238,0.0,133.56596,-0.17831789,0.0,4.2681336,-0.31270742,0.0,4.2582645,0.13438952,0.0,0.00986895,2.894868
0.24889999628067017,-0.6079347729682922,0.0,-5.6575365,0.0,134.52335,-0.18549058,0.0,4.410544,-0.32314774,0.0,4.400435,0.13765715,0.0,0.01010891,2.9156146
0.24889999628067017,-0.5747327208518982,0.0,-5.7267866,0.0,135.37833,-0.19252118,0.0,4.551103,-0.3334521,0.0,4.540754,0.14093092,0.0,0.01034932,2.9341443
