x,y,z,Gamma
0.24889999628067017,-1.2422372698783875,0.0,0.45472196
0.24889999628067017,-1.2372961640357971,0.0,0.6999077
0.24889999628067017,-1.2315239310264587,0.0,0.90165085
0.24889999628067017,-1.2249205112457275,0.0,1.0844263
0.24889999628067017,-1.2174858450889587,0.0,1.2566149
0.24889999628067017,-1.2092199325561523,0.0,1.4220383
0.24889999628067017,-1.2001228332519531,0.0,1.5827024
0.24889999628067017,-1.190194547176361,0.0,1.7397331
0.24889999628067017,-1.1794350147247314,0.0,1.8937685
0.24889999628067017,-1.167844295501709,0.0,2.0451481
0.24889999628067017,-1.1554223895072937,0.0,2.1940165
0.24889999628067017,-1.1421692967414856,0.0,2.340386
0.24889999628067017,-1.1280850172042847,0.0,2.4841797
0.24889999628067017,-1.1131694912910461,0.0,2.6252615
0.24889999628067017,-1.09742271900177,0.0,2.76346
0.24889999628067017,-1.080844759941101,0.0,2.8985848
0.24889999628067017,-1.0634356141090393,0.0,3.0304415
0.24889999628067017,-1.0451952815055847,0.0,3.158839
0.24889999628067017,-1.0261237621307373,0.0,3.2835987
0.24889999628067017,-1.0062209963798523,0.0,3.404557
0.24889999628067017,-0.9854870140552521,0.0,3.5215702
0.24889999628067017,-0.9639218151569366,0.0,3.6345153
0.24889999628067017,-0.9415254294872284,0.0,3.7432907
0.24889999628067017,-0.9182978570461273,0.0,3.8478167
0.24889999628067017,-0.894239068031311,0.0,3.9480348
0.24889999628067017,-0.8693490624427795,0.0,4.043907
0.24889999628067017,-0.8436278402805328,0.0,4.135414
0.24889999628067017,-0.8170754313468933,0.0,4.2225556
0.24889999628067017,-0.7896918058395386,0.0,4.3053455
0.24889999628067017,-0.761476993560791,0.0,4.383815
0.24889999628067017,-0.7324309647083282,0.0,4.4580054
0.24889999628067017,-0.7025537192821503,0.0,4.527971
0.24889999628067017,-0.6718452870845795,0.0,4.5937734
0.24889999628067017,-0.6403056383132935,0.0,4.6554837
0.24889999628067017,-0.6079347729682922,0.0,4.713176
0.24889999628067017,-0.5747327208518982,0.0,4.766929
0.24889999628067017,-0.5406994819641113,0.0,4.816823
0.24889999628067017,-0.5058349967002869,0.0,4.8629375
0.24889999628067017,-0.4701393097639084,0.0,4.905349
0.24889999628067017,-0.4336124360561371,0.0,4.94413
0.24889999628067017,-0.3962543457746506,0.0,4.9793468
0.24889999628067017,-0.35806505382061005,0.0,5.011057
0.24889999628067017,-0.3190445452928543,0.0,5.039306
0.24889999628067017,-0.27919283509254456,0.0,5.0641274
0.24889999628067017,-0.23850993067026138,0.0,5.085538
0.24889999628067017,-0.196995809674263,0.0,5.1035347
0.24889999628067017,-0.1546504870057106,0.0,5.1180935
0.24889999628067017,-0.11147395521402359,0.0,5.1291647
0.24889999628067017,-0.06746621616184711,0.0,5.1366677
0.24889999628067017,-0.022627273574471474,0.0,5.1404896
0.24889999628067017,0.022627273574471474,0.0,5.1404896
0.24889999628067017,0.06746621616184711,0.0,5.1366677
0.24889999628067017,0.11147395521402359,0.0,5.1291647
0.24889999628067017,0.1546504870057106,0.0,5.1180935
0.24889999628067017,0.196995809674263,0.0,5.1035347
0.24889999628067017,0.23850993067026138,0.0,5.085538
0.24889999628067017,0.27919283509254456,0.0,5.0641274
0.24889999628067017,0.3190445452928543,0.0,5.039306
0.24889999628067017,0.35806505382061005,0.0,5.011057
0.24889999628067017,0.3962543457746506,0.0,4.9793468
0.24889999628067017,0.4336124360561371,0.0,4.94413
0.24889999628067017,0.4701393097639084,0.0,4.905349
0.24889999628067017,0.5058349967002869,0.0,4.8629375
0.24889999628067017,0.5406994819641113,0.0,4.816823
0.24889999628067017,0.5747327208518982,0.0,4.766929
0.24889999628067017,0.6079347729682922,0.0,4.713176
0.24889999628067017,0.6403056383132935,0.0,4.6554837
0.24889999628067017,0.6718452870845795,0.0,4.5937734
0.24889999628067017,0.7025537192821503,0.0,4.527971
0.24889999628067017,0.7324309647083282,0.0,4.4580054
0.24889999628067017,0.761476993560791,0.0,4.383815
