x,y,z,ftot_x,ftot_y,ftot_z,Ftot_x,Ftot_y,Ftot_z,L_x,L_y,L_z,D_x,D_y,D_z,Gamma
0.24889999628067017,-1.2422372698783875,0.0,0.43537802,0.0,16.62361,0.0019702835,0.0,0.07522939,-0.0054843,0.0,0.07468196,0.007454584,0.0,0.0005474304,0.35891312
0.24889999628067017,-1.2372961640357971,0.0,0.060549784,0.0,25.479336,0.00032434464,0.0,0.13648416,-0.009967269,0.0,0.13572839,0.010291615,0.0,0.0007557689,0.5509912
0.24889999628067017,-1.2315239310264587,0.0,-0.24768369,0.0,32.701317,-0.0015326336,0.0,0.20235138,-0.014788272,0.0,0.20137794,0.013255638,0.0,0.00097343326,0.7076342
0.24889999628067017,-1.2249205112457275,0.0,-0.5264666,0.0,39.17727,-0.003695307,0.0,0.27498809,-0.020105368,0.0,0.27378303,0.01641006,0.0,0.0012050795,0.84809595
0.24889999628067017,-1.2174858450889587,0.0,-0.788475,0.0,45.20752,-0.0061897477,0.0,0.3548916,-0.025955021,0.0,0.35344014,0.019765273,0.0,0.0014514709,0.9788899
0.24889999628067017,-1.2092199325561523,0.0,-1.0395098,0.0,50.92651,-0.009024488,0.0,0.4421177,-0.03234135,0.0,0.4404054,0.023316864,0.0,0.0017122834,1.1029319
0.24889999628067017,-1.2001228332519531,0.0,-1.2826986,0.0,56.40327,-0.012201915,0.0,0.5365468,-0.03925564,0.0,0.53456014,0.027053727,0.0,0.0019867015,1.2217189
0.24889999628067017,-1.190194547176361,0.0,-1.5199322,0.0,61.675846,-0.015722021,0.0,0.63796854,-0.046682518,0.0,0.6356949,0.030960497,0.0,0.0022735968,1.3360759
0.24889999628067017,-1.1794350147247314,0.0,-1.7524532,0.0,66.765816,-0.019583844,0.0,0.7461148,-0.054602396,0.0,0.74354315,0.035018556,0.0,0.002571602,1.4464706
0.24889999628067017,-1.167844295501709,0.0,-1.9811149,0.0,71.685356,-0.023785876,0.0,0.86067647,-0.06299269,0.0,0.85779727,0.039206818,0.0,0.0028791688,1.5531672
0.24889999628067017,-1.1554223895072937,0.0,-2.2046342,0.0,76.44116,-0.028302021,0.0,0.9813145,-0.0718285,0.0,0.97811806,0.043526478,0.0,0.003196385,1.6563078
0.24889999628067017,-1.1421692967414856,0.0,-2.4249506,0.0,81.03659,-0.03314597,0.0,1.1076665,-0.081083424,0.0,1.1041461,0.047937457,0.0,0.0035203067,1.7559677
0.24889999628067017,-1.1280850172042847,0.0,-2.6423404,0.0,85.47288,-0.03831374,0.0,1.2393504,-0.090729535,0.0,1.2355012,0.0524158,0.0,0.0038491758,1.8521738
0.24889999628067017,-1.1131694912910461,0.0,-2.8567998,0.0,89.750145,-0.043797974,0.0,1.3759713,-0.10073795,0.0,1.3717898,0.056939974,0.0,0.00418141,1.9449286
0.24889999628067017,-1.09742271900177,0.0,-3.0682175,0.0,93.86788,-0.049589567,0.0,1.5171244,-0.11107905,0.0,1.5126089,0.061489485,0.0,0.0045155054,2.0342212
