x,y,z
8.699999999999999400e-03,8.250000000000000666e-01,3.259208214981469676e-03
8.399999999999999481e-03,9.000000000000000222e-01,-3.933527156012118185e-03
8.399999999999999481e-03,9.000000000000000222e-01,-1.573410862404846884e-03
8.399999999999999481e-03,9.000000000000000222e-01,7.867054312024243093e-04
8.399999999999999481e-03,9.000000000000000222e-01,3.146821724809694635e-03
8.099999999999999561e-03,9.750000000000000888e-01,-3.793044043297399710e-03
8.099999999999999561e-03,9.750000000000000888e-01,-1.517217617318959580e-03
8.099999999999999561e-03,9.750000000000000888e-01,7.586088086594806575e-04
8.099999999999999561e-03,9.750000000000000888e-01,3.034435234637920028e-03
1.799999999999999864e-02,0.000000000000000000e+00,-6.414192264520669241e-03
1.799999999999999864e-02,0.000000000000000000e+00,-2.565676905808267176e-03
1.799999999999999864e-02,0.000000000000000000e+00,1.282838452904134889e-03
1.799999999999999864e-02,0.000000000000000000e+00,5.131353811616536087e-03
1.754999999999999963e-02,7.500000000000001110e-02,-6.253837457907652705e-03
1.754999999999999963e-02,7.500000000000001110e-02,-2.501534983163060648e-03
1.754999999999999963e-02,7.500000000000001110e-02,1.250767491581531625e-03
1.754999999999999963e-02,7.500000000000001110e-02,5.003069966326122164e-03
1.709999999999999715e-02,1.500000000000000222e-01,-6.093482651294636170e-03
1.709999999999999715e-02,1.500000000000000222e-01,-2.437393060517854121e-03
1.709999999999999715e-02,1.500000000000000222e-01,1.218696530258928361e-03
1.709999999999999715e-02,1.500000000000000222e-01,4.874786121035709109e-03
1.664999999999999813e-02,2.250000000000000056e-01,-5.933127844681619634e-03
1.664999999999999813e-02,2.250000000000000056e-01,-2.373251137872647160e-03
1.664999999999999813e-02,2.250000000000000056e-01,1.186625568936324881e-03
1.664999999999999813e-02,2.250000000000000056e-01,4.746502275745296054e-03
1.619999999999999912e-02,3.000000000000000444e-01,-5.772773038068603098e-03
1.619999999999999912e-02,3.000000000000000444e-01,-2.309109215227440632e-03
1.619999999999999912e-02,3.000000000000000444e-01,1.154554607613721617e-03
1.619999999999999912e-02,3.000000000000000444e-01,4.618218430454882999e-03
1.575000000000000011e-02,3.750000000000000000e-01,-5.612418231455585695e-03
1.575000000000000011e-02,3.750000000000000000e-01,-2.244967292582233671e-03
1.575000000000000011e-02,3.750000000000000000e-01,1.122483646291118136e-03
1.575000000000000011e-02,3.750000000000000000e-01,4.489934585164469076e-03
1.529999999999999763e-02,4.500000000000000111e-01,-5.452063424842569159e-03
1.529999999999999763e-02,4.500000000000000111e-01,-2.180825369937027143e-03
1.529999999999999763e-02,4.500000000000000111e-01,1.090412684968514873e-03
1.529999999999999763e-02,4.500000000000000111e-01,4.361650739874055153e-03
1.485000000000000035e-02,5.250000000000000222e-01,-5.291708618229552623e-03
1.485000000000000035e-02,5.250000000000000222e-01,-2.116683447291820615e-03
1.485000000000000035e-02,5.250000000000000222e-01,1.058341723645911392e-03
1.485000000000000035e-02,5.250000000000000222e-01,4.233366894583642098e-03
1.439999999999999961e-02,6.000000000000000888e-01,-5.131353811616536087e-03
1.439999999999999961e-02,6.000000000000000888e-01,-2.052541524646614088e-03
1.439999999999999961e-02,6.000000000000000888e-01,1.026270762323308128e-03
1.439999999999999961e-02,6.000000000000000888e-01,4.105083049293229043e-03
1.394999999999999886e-02,6.750000000000000444e-01,-4.970999005003518684e-03
1.394999999999999886e-02,6.750000000000000444e-01,-1.988399602001407127e-03
1.394999999999999886e-02,6.750000000000000444e-01,9.941998010007046475e-04
1.394999999999999886e-02,6.750000000000000444e-01,3.976799204002815120e-03
1.349999999999999985e-02,7.500000000000000000e-01,-4.810644198390502148e-03
1.349999999999999985e-02,7.500000000000000000e-01,-1.924257679356200382e-03
1.349999999999999985e-02,7.500000000000000000e-01,9.621288396781012752e-04
1.349999999999999985e-02,7.500000000000000000e-01,3.848515358712402065e-03
1.304999999999999910e-02,8.250000000000000666e-01,-4.650289391777485612e-03
1.304999999999999910e-02,8.250000000000000666e-01,-1.860115756710993854e-03
1.304999999999999910e-02,8.250000000000000666e-01,9.300578783554979030e-04
